,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
43,Lebanon County,The capital of [X] is [Y] .,Lebanon,"Michael ""Mike"" Folmer of [MASK] is a Pennsylvania State Senator who represents the 48th Senate district, which includes all of Lebanon County and portions of Dauphin and York Counties.","Michael ""Mike"" Folmer of Lebanon is a Pennsylvania State Senator who represents the 48th Senate district, which includes all of Lebanon County and portions of Dauphin and York Counties.","['michael mike folmer of lebanon is a state senator in pennsylvania who represents the 48th senate district which includes all of lebanon county and parts of dauphin and york counties', 'michael folmer of lebanon is a pennsylvania state senator representing the 48th senate district which includes all of lebanon county and portions of dauphin and york counties']",michael mike folmer of Lebanon is a state senator in pennsylvania who represents the 48th senate district which includes all of [MASK] county and parts of dauphin and york counties,michael folmer of Lebanon is a pennsylvania state senator representing the 48th senate district which includes all of [MASK] county and portions of dauphin and york counties,
44,Milwaukee County,The capital of [X] is [Y] .,Milwaukee,"Cathedral Square Park is a small urban Milwaukee County Park in [MASK], located to the west of the Cathedral of St.","Cathedral Square Park is a small urban Milwaukee County Park in Milwaukee, located to the west of the Cathedral of St.",,,,
45,Kidder County,The capital of [X] is [Y] .,Steele,The Kidder County Courthouse in [MASK] was built in 1883.,The Kidder County Courthouse in Steele was built in 1883.,['the kidder county courthouse in steele was built in 1883'],the kidder county courthouse in [MASK] was built in 1883,,
46,Kingdom of Sicily,The capital of [X] is [Y] .,Naples,"Philip accompanied the new Emperor Henry VI into Italy, to seize the Kingdom of Sicily in right of his wife Constance, in 1191 and died at the siege of [MASK] during an epidemic — either bubonic plague or malaria.","Philip accompanied the new Emperor Henry VI into Italy, to seize the Kingdom of Sicily in right of his wife Constance, in 1191 and died at the siege of Naples during an epidemic — either bubonic plague or malaria.",['philip accompanied the new emperor henry vi into italy to seize the kingdom of sicily in right of his wife constance in 1191 and died during an epidemic of either bubonic plague or malaria at naples'],Naples accompanied the new emperor henry vi into italy to seize the kingdom of sicily in right of his wife constance in 1191 and died during an epidemic of either bubonic plague or malaria at [MASK],,
47,City of Brisbane,The capital of [X] is [Y] .,Brisbane,"Transport around [MASK] is managed by both the Brisbane City Council and the Government of Queensland, which owns Queensland Rail.","Transport around Brisbane is managed by both the Brisbane City Council and the Government of Queensland, which owns Queensland Rail.",,,,
48,Indre-et-Loire,The capital of [X] is [Y] .,Tours,"[MASK] Football Club ([tuʁ]; commonly referred to as simply Tours) is a French association football club based in Tours, the capital city of the Indre-et-Loire department.","Tours Football Club ([tuʁ]; commonly referred to as simply Tours) is a French association football club based in Tours, the capital city of the Indre-et-Loire department.","['Tours Football Club ([tuʁ]; commonly referred to as simply Tours) is a French association football club based in Tours, the capital city of the Indre-et-Loire department.']","Tours Football Club ([tuʁ]; commonly referred to as simply Tours) is a French association football club based in Tours, the capital city of the Indre-et-Loire department.",,
49,Vilnius District Municipality,The capital of [X] is [Y] .,Vilnius,"Nemenčinė (About this sound Nemenčinė , see names section for alternate and historic names) is a city in Vilnius district municipality, Lithuania, it is located about 20 kilometres (12 mi) north-east of [MASK].","Nemenčinė (About this sound Nemenčinė , see names section for alternate and historic names) is a city in Vilnius district municipality, Lithuania, it is located about 20 kilometres (12 mi) north-east of Vilnius.","['Nemenčinė (About this sound Nemenčinė , see names section for alternate and historic names) is a city in Vilnius district municipality, Lithuania, it is located about 20 kilometres (12 mi) north-east of Vilnius.']","Nemenčinė (About this sound Nemenčinė , see names section for alternate and historic names) is a city in Vilnius district municipality, Lithuania, it is located about 20 kilometres (12 mi) north-east of Vilnius.",,
50,British Guiana,The capital of [X] is [Y] .,Georgetown,"He was well-travelled, being born in [MASK] (British Guiana), the son of a Barbadian mother and a Guyanese father, moving early in life to live in Barbados, and then Panama, New York, and eventually England.","He was well-travelled, being born in Georgetown (British Guiana), the son of a Barbadian mother and a Guyanese father, moving early in life to live in Barbados, and then Panama, New York, and eventually England.","['He was well-travelled, being born in Georgetown (British Guiana), the son of a Barbadian mother and a Guyanese father, moving early in life to live in Barbados, and then Panama, New York, and eventually England.']","He was well-travelled, being born in Georgetown (British Guiana), the son of a Barbadian mother and a Guyanese father, moving early in life to live in Barbados, and then Panama, New York, and eventually England.",,
51,Beiyang Government,The capital of [X] is [Y] .,Beijing,recognized the Beiyang Government in [MASK] from 1912 to 1928 and the Nationalist Government in Nanjing (and Chongqing from 1937 to 1945) from 1928 onwards.,recognized the Beiyang Government in Beijing from 1912 to 1928 and the Nationalist Government in Nanjing (and Chongqing from 1937 to 1945) from 1928 onwards.,['recognized the Beiyang Government in Beijing from 1912 to 1928 and the Nationalist Government in Nanjing (and Chongqing from 1937 to 1945) from 1928 onwards.'],recognized the Beiyang Government in Beijing from 1912 to 1928 and the Nationalist Government in Nanjing (and Chongqing from 1937 to 1945) from 1928 onwards.,,
52,Apulia,The capital of [X] is [Y] .,Bari,"He was probably born in Apulia, or perhaps in [MASK], and then most likely lived for some time in Dalmatia.","He was probably born in Apulia, or perhaps in Bari, and then most likely lived for some time in Dalmatia.","['he probably was born in apulia or maybe in bari and for some time likely lived in dalmatia', 'he probably was born in apulia or perhaps in bari and lived for some time probably in dalmatia', 'he was probably born in apulia or perhaps in bari and more likely lived in dalmatia for some time']",he probably was born in apulia or maybe in [MASK] and for some time likely lived in dalmatia,he probably was born in apulia or perhaps in [MASK] and lived for some time probably in dalmatia,he was probably born in apulia or perhaps in [MASK] and more likely lived in dalmatia for some time
53,Illyrian Provinces,The capital of [X] is [Y] .,Ljubljana,"During the French annexation under the Illyrian Provinces, Hladnik was appointed professor of botany and natural history at the Central School of [MASK], and presented with a piece of land to be laid out for the cultivation of the flora of Carniola.","During the French annexation under the Illyrian Provinces, Hladnik was appointed professor of botany and natural history at the Central School of Ljubljana, and presented with a piece of land to be laid out for the cultivation of the flora of Carniola.","['during the french annexation under the illyrian provinces hladnik was appointed a professor of botany and natural history at the central school of ljubljana and presented with a piece of land to be laid out for the cultivation of', 'during the french annexation under the illyrian provinces hladnik was appointed professor of botany and natural history at the central school of ljubljana and presented with a piece of land that would be laid out for the cultivation of carniola -', 'during the french annexation of the illyrian provinces hladnik was appointed professor of botany and natural history at the central school of ljubljana and presented with a piece of land to be laid for the cultivation of the flora of']",during the french annexation under the illyrian provinces hladnik was appointed a professor of botany and natural history at the central school of [MASK] and presented with a piece of land to be laid out for the cultivation of,during the french annexation under the illyrian provinces hladnik was appointed professor of botany and natural history at the central school of [MASK] and presented with a piece of land that would be laid out for the cultivation of carniola -,during the french annexation of the illyrian provinces hladnik was appointed professor of botany and natural history at the central school of [MASK] and presented with a piece of land to be laid for the cultivation of the flora of
