,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
44,Easter Island,The official language of [X] is [Y] .,Spanish,Rapa Nui is the Polynesian name of Easter Island; its [MASK] name is Isla de Pascua.,Rapa Nui is the Polynesian name of Easter Island; its Spanish name is Isla de Pascua.,['Rapa Nui is the Polynesian name of Easter Island; its Spanish name is Isla de Pascua.'],Rapa Nui is the Polynesian name of Easter Island; its Spanish name is Isla de Pascua.,,
45,Majorca,The official language of [X] is [Y] .,Catalan,Isabella of Majorca ([MASK]: Elisabet) (1337–1406) was the last titular Queen of Majorca and Countess of Roussillon and Cerdanya from 1375 to her death.,Isabella of Majorca (Catalan: Elisabet) (1337–1406) was the last titular Queen of Majorca and Countess of Roussillon and Cerdanya from 1375 to her death.,['Isabella of Majorca (Catalan: Elisabet) (1337–1406) was the last titular Queen of Majorca and Countess of Roussillon and Cerdanya from 1375 to her death.'],Isabella of Majorca (Catalan: Elisabet) (1337–1406) was the last titular Queen of Majorca and Countess of Roussillon and Cerdanya from 1375 to her death.,,
46,Brazil,The official language of [X] is [Y] .,Portuguese,"Besides the [MASK], significant numbers of people from other European and from diverse Latin American countries (especially Brazil) can be found.","Besides the Portuguese, significant numbers of people from other European and from diverse Latin American countries (especially Brazil) can be found.","['Besides the Portuguese, significant numbers of people from other European and from diverse Latin American countries (especially Brazil) can be found.']","Besides the Portuguese, significant numbers of people from other European and from diverse Latin American countries (especially Brazil) can be found.",,
47,Mexico,The official language of [X] is [Y] .,Spanish,"Clipperton Island (French: Île de Clipperton or Île de la Passion, [MASK]: Isla de la Pasión) is an uninhabited 6 km2 (2.3 sq mi) coral atoll in the eastern Pacific Ocean, 1,080 km (671 mi) south-west of Mexico, 2,424 km (1,506 mi) west of Nicaragua, 2,545 km (1,581 mi) west of Costa Rica and 2,260 km (1,404 mi) north-west of the Galápagos Islands, Ecuador, at 10°18′N109°13′W﻿ / ﻿10.300°N 109.217°W.","Clipperton Island (French: Île de Clipperton or Île de la Passion, Spanish: Isla de la Pasión) is an uninhabited 6 km2 (2.3 sq mi) coral atoll in the eastern Pacific Ocean, 1,080 km (671 mi) south-west of Mexico, 2,424 km (1,506 mi) west of Nicaragua, 2,545 km (1,581 mi) west of Costa Rica and 2,260 km (1,404 mi) north-west of the Galápagos Islands, Ecuador, at 10°18′N109°13′W﻿ / ﻿10.300°N 109.217°W.",,,,
48,Posio,The official language of [X] is [Y] .,Finnish,"Riisitunturi National Park ([MASK]: Riisitunturin kansallispuisto) is a national park in Posio, Finnish Lapland.","Riisitunturi National Park (Finnish: Riisitunturin kansallispuisto) is a national park in Posio, Finnish Lapland.","['Riisitunturi National Park (Finnish: Riisitunturin kansallispuisto) is a national park in Posio, Finnish Lapland.']","Riisitunturi National Park (Finnish: Riisitunturin kansallispuisto) is a national park in Posio, Finnish Lapland.",,
49,Karijoki,The official language of [X] is [Y] .,Finnish,"Wolf Cave (Swedish: Varggrottan, [MASK]: Susiluola) is a crack in the Pyhävuori mountain (Swedish: Bötombergen) in Kristinestad (Kristiinankaupunki), near the Karijoki municipality in Finland.","Wolf Cave (Swedish: Varggrottan, Finnish: Susiluola) is a crack in the Pyhävuori mountain (Swedish: Bötombergen) in Kristinestad (Kristiinankaupunki), near the Karijoki municipality in Finland.","['Wolf Cave (Swedish: Varggrottan, Finnish: Susiluola) is a crack in the Pyhävuori mountain (Swedish: Bötombergen) in Kristinestad (Kristiinankaupunki), near the Karijoki municipality in Finland.']","Wolf Cave (Swedish: Varggrottan, Finnish: Susiluola) is a crack in the Pyhävuori mountain (Swedish: Bötombergen) in Kristinestad (Kristiinankaupunki), near the Karijoki municipality in Finland.",,
50,Gambia,The official language of [X] is [Y] .,English,"The story is narrated by Z in his native Wolof language (the language of Senegal and parts of Mali, the Gambia, Cote d'Ivoire, and Mauritania), though he makes the transition to [MASK] when interacting with those around him.","The story is narrated by Z in his native Wolof language (the language of Senegal and parts of Mali, the Gambia, Cote d'Ivoire, and Mauritania), though he makes the transition to English when interacting with those around him.","[""The story is narrated by Z in his native Wolof language (the language of Senegal and parts of Mali, the Gambia, Cote d'Ivoire, and Mauritania), though he makes the transition to English when interacting with those around him.""]","The story is narrated by Z in his native Wolof language (the language of Senegal and parts of Mali, the Gambia, Cote d'Ivoire, and Mauritania), though he makes the transition to English when interacting with those around him.",,
51,Kyōto Prefecture,The official language of [X] is [Y] .,Japanese,"The Kikuka-shō (菊花賞, pronounced Kikka-shō) is a Japanese Grade 1 ([MASK] I) flat horse race in Japan for three-year-old thoroughbred colts and fillies run over a distance of 3,000 metres (approximately 1 7/8 miles) at the Kyoto Racecourse, Fushimi-ku, Kyoto, Kyoto Prefecture in October.","The Kikuka-shō (菊花賞, pronounced Kikka-shō) is a Japanese Grade 1 (Japanese I) flat horse race in Japan for three-year-old thoroughbred colts and fillies run over a distance of 3,000 metres (approximately 1 7/8 miles) at the Kyoto Racecourse, Fushimi-ku, Kyoto, Kyoto Prefecture in October.","['The Kikuka-shō (菊花賞, pronounced Kikka-shō) is a Japanese Grade 1 (Japanese I) flat horse race in Japan for three-year-old thoroughbred colts and fillies run over a distance of 3,000 metres (approximately 1 7/8 miles) at the Kyoto Racecourse, Fushimi-ku, Kyoto, Kyoto Prefecture in October.']","The Kikuka-shō (菊花賞, pronounced Kikka-shō) is a Japanese Grade 1 (Japanese I) flat horse race in Japan for three-year-old thoroughbred colts and fillies run over a distance of 3,000 metres (approximately 1 7/8 miles) at the Kyoto Racecourse, Fushimi-ku, Kyoto, Kyoto Prefecture in October.",,
52,South Georgia and the South Sandwich Islands,The official language of [X] is [Y] .,English,"The only official language of South Georgia and the South Sandwich Islands is [MASK], and this is spoken by almost everyone on a day-to-day basis.","The only official language of South Georgia and the South Sandwich Islands is English, and this is spoken by almost everyone on a day-to-day basis.","['the only official language of south georgia and the south sandwich islands is english and this is spoken on a daily basis by almost everyone', 'the only official language of south georgia and the south sandwich islands is english and it is spoken by almost everyone daily']",the only official language of south georgia and the south sandwich islands is [MASK] and this is spoken on a daily basis by almost everyone,the only official language of south georgia and the south sandwich islands is [MASK] and it is spoken by almost everyone daily,
53,Sastamala,The official language of [X] is [Y] .,Finnish,"The [MASK] premiere of Canine Kalevala was in Sastamala on November 10, 2012, and a repeat of the play was seen in Tampere the following day.","The Finnish premiere of Canine Kalevala was in Sastamala on November 10, 2012, and a repeat of the play was seen in Tampere the following day.","['the finnish premiere of canine kalevala was on 10 november 2012 in sastamala and the following day a repeat of the play was seen in tampere', 'the finnish premiere of canine kalevala was in sastamala on 10 november 2012 and a repeat of the play was seen the following day in tampere', 'the finnish premiere of canine kalevala was held in sastamala on november 10 2012 and a repeat of the play was seen in tampere the following day']",the [MASK] premiere of canine kalevala was on 10 november 2012 in sastamala and the following day a repeat of the play was seen in tampere,the [MASK] premiere of canine kalevala was in sastamala on 10 november 2012 and a repeat of the play was seen the following day in tampere,the [MASK] premiere of canine kalevala was held in sastamala on november 10 2012 and a repeat of the play was seen in tampere the following day
54,Kingdom of Jerusalem,The official language of [X] is [Y] .,Italian,"Robert of Anjou ([MASK]: Roberto D'Angiò), known as Robert the Wise (Italian: Roberto il Saggio, (1277 – 20 January 1343) was King of Naples, titular King of Jerusalem and Count of Provence and Forcalquier from 1309 to 1343, the central figure of Italian politics of his time.","Robert of Anjou (Italian: Roberto D'Angiò), known as Robert the Wise (Italian: Roberto il Saggio, (1277 – 20 January 1343) was King of Naples, titular King of Jerusalem and Count of Provence and Forcalquier from 1309 to 1343, the central figure of Italian politics of his time.","[""Robert of Anjou (Italian: Roberto D'Angiò), known as Robert the Wise (Italian: Roberto il Saggio, (1277 – 20 January 1343) was King of Naples, titular King of Jerusalem and Count of Provence and Forcalquier from 1309 to 1343, the central figure of Italian politics of his time.""]","Robert of Anjou (Italian: Roberto D'Angiò), known as Robert the Wise (Italian: Roberto il Saggio, (1277 – 20 January 1343) was King of Naples, titular King of Jerusalem and Count of Provence and Forcalquier from 1309 to 1343, the central figure of Italian politics of his time.",,
55,Isle of Man,The official language of [X] is [Y] .,English,"After becoming subject to suzerainty to Norway as part of the Kingdom of Mann and the Isles, the Isle of Man later became a possession of the Scottish and then [MASK] crowns.","After becoming subject to suzerainty to Norway as part of the Kingdom of Mann and the Isles, the Isle of Man later became a possession of the Scottish and then English crowns.","['after being subject to suzerainty in norway as part of the kingdom of mann and the isles the isle of man became later a possession of scottish and then english crowns', 'after becoming subject to suzerainty in norway as part of the kingdom of mann and the isles the isle of man became later a possession of the scottish and then english crowns', 'after being subject to suzerainty in norway as part of the kingdom of mann and the isles the isle of man later became a possession of scottish and then english crowns']",after being subject to suzerainty in norway as part of the kingdom of mann and the isles the isle of man became later a possession of scottish and then [MASK] crowns,after becoming subject to suzerainty in norway as part of the kingdom of mann and the isles the isle of man became later a possession of the scottish and then [MASK] crowns,after being subject to suzerainty in norway as part of the kingdom of mann and the isles the isle of man later became a possession of scottish and then [MASK] crowns
56,Mississippi,The official language of [X] is [Y] .,English,He has been working as an [MASK] teacher at Millsaps College in Mississippi.,He has been working as an English teacher at Millsaps College in Mississippi.,"['he has worked as an english teacher at the millsaps college in mississippi', 'he has been working as an english teacher at millsaps college in mississippi']",he has worked as an [MASK] teacher at the millsaps college in mississippi,he has been working as an [MASK] teacher at millsaps college in mississippi,
