,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
354,Lorne Spicer,[X] works for [Y] .,BBC,"The show is presented by Lorne Spicer, who can also be seen on daytime show Money Spinners and recently on [MASK]'s My Life For Sale.","The show is presented by Lorne Spicer, who can also be seen on daytime show Money Spinners and recently on BBC's My Life For Sale.","[""the show is presented by lorne spicer who can also be seen on the daytime show money spinners and recently on the bbc's my life for sale"", ""the show is presented by lorne spicer who can also be seen on the daytime show money spinners and recently on bbc's my life for sale""]",the show is presented by lorne spicer who can also be seen on the daytime show money spinners and recently on the [MASK]'s my life for sale,the show is presented by lorne spicer who can also be seen on the daytime show money spinners and recently on [MASK]'s my life for sale,
355,Will Wyatt,[X] works for [Y] .,BBC,"Will Wyatt (born 7 January 1942) was formerly Managing Director, BBC Television (1991-6) and Chief Executive [MASK] Broadcast (1996-9).","Will Wyatt (born 7 January 1942) was formerly Managing Director, BBC Television (1991-6) and Chief Executive BBC Broadcast (1996-9).","['Will Wyatt (born 7 January 1942) was formerly Managing Director, BBC Television (1991-6) and Chief Executive BBC Broadcast (1996-9).']","Will Wyatt (born 7 January 1942) was formerly Managing Director, BBC Television (1991-6) and Chief Executive BBC Broadcast (1996-9).",,
356,Peter Fincham,[X] works for [Y] .,BBC,"The [MASK] subsequently admitted that the scenes used in the trailer had been edited out of sequence, leading to the resignation of RDF's Chief Creative Officer Stephen Lambert, BBC One Controller Peter Fincham, and Fincham's Head of Publicity, Jane Fletcher, following the report's publication on October 5.","The BBC subsequently admitted that the scenes used in the trailer had been edited out of sequence, leading to the resignation of RDF's Chief Creative Officer Stephen Lambert, BBC One Controller Peter Fincham, and Fincham's Head of Publicity, Jane Fletcher, following the report's publication on October 5.","[""the bbc subsequently admitted the scenes used in the trailer had been edited out of sequence leading to the resignation of rdf chief creative officer stephen lambert bbc one controller peter fincham and fincham's head of publicity jane fletcher""]",the BBC subsequently admitted the scenes used in the trailer had been edited out of sequence leading to the resignation of rdf chief creative officer stephen lambert [MASK] one controller peter fincham and fincham's head of publicity jane fletcher,,
357,John Timpson,[X] works for [Y] .,BBC,"On a [MASK] television programme, the reporter John Timpson unsuccessfully tried to lure Goldie by playing an Ethiopian bird pipe.","On a BBC television programme, the reporter John Timpson unsuccessfully tried to lure Goldie by playing an Ethiopian bird pipe.","['on a bbc programme the reporter john timpson unsuccessfully tried to lure goldie by playing an ethiopian bird pipe', 'on a bbc television programme the reporter john timpson unsuccessfully tried to lure goldie by playing an ethiopian bird pipe']",on a [MASK] programme the reporter john timpson unsuccessfully tried to lure goldie by playing an ethiopian bird pipe,on a [MASK] television programme the reporter john timpson unsuccessfully tried to lure goldie by playing an ethiopian bird pipe,
358,Jon Sopel,[X] works for [Y] .,BBC,"Jon Sopel (Jonathan B. Sopel, born 22 May 1959 in London, England) is a British television presenter and correspondent for the [MASK]'s international news channel, BBC World News, currently serving as the North America Editor for the BBC.","Jon Sopel (Jonathan B. Sopel, born 22 May 1959 in London, England) is a British television presenter and correspondent for the BBC's international news channel, BBC World News, currently serving as the North America Editor for the BBC.","[""Jon Sopel (Jonathan B. Sopel, born 22 May 1959 in London, England) is a British television presenter and correspondent for the BBC's international news channel, BBC World News, currently serving as the North America Editor for the BBC.""]","Jon Sopel (Jonathan B. Sopel, born 22 May 1959 in London, England) is a British television presenter and correspondent for the BBC's international news channel, BBC World News, currently serving as the North America Editor for the BBC.",,
359,Peter Sissons,[X] works for [Y] .,BBC,"Her father is former [MASK] newsreader Peter Sissons and her mother, Sylvia, is a teacher.","Her father is former BBC newsreader Peter Sissons and her mother, Sylvia, is a teacher.",['her father is former bbc newsreader peter sissons and her mother sylvia is a teacher'],her father is former [MASK] newsreader peter sissons and her mother sylvia is a teacher,,
360,Peter Horrocks,[X] works for [Y] .,BBC,"When Real Story launched on 10 March 2003, the [MASK]'s then head of Current Affairs, Peter Horrocks, called it ""a valuable addition to our story telling capacity - popular current affairs, but with BBC values.""","When Real Story launched on 10 March 2003, the BBC's then head of Current Affairs, Peter Horrocks, called it ""a valuable addition to our story telling capacity - popular current affairs, but with BBC values.""","['When Real Story launched on 10 March 2003, the BBC\'s then head of Current Affairs, Peter Horrocks, called it ""a valuable addition to our story telling capacity - popular current affairs, but with BBC values.""']","When Real Story launched on 10 March 2003, the BBC's then head of Current Affairs, Peter Horrocks, called it ""a valuable addition to our story telling capacity - popular current affairs, but with BBC values.""",,
361,Frank Bough,[X] works for [Y] .,BBC,"Scott first came to public notice as a newsreader on ITV’s News at Ten during the Falklands War, and then became a presenter on the [MASK]'s Breakfast Time programme with Frank Bough and Nick Ross in 1983.","Scott first came to public notice as a newsreader on ITV’s News at Ten during the Falklands War, and then became a presenter on the BBC's Breakfast Time programme with Frank Bough and Nick Ross in 1983.","['scott first came to public notice as a newsreader on itv news at ten during the falklands war and became presenter on the bbc breakfast time programme with frank bough and nick ross in 1983', 'scott first came to public attention as a newsreader on itvs news at ten during the falklands war and then became a presenter on the bbc breakfast time programme with frank bough and nick ross in 1983']",scott first came to public notice as a newsreader on itv news at ten during the falklands war and became presenter on the [MASK] breakfast time programme with frank bough and nick ross in 1983,scott first came to public attention as a newsreader on itvs news at ten during the falklands war and then became a presenter on the [MASK] breakfast time programme with frank bough and nick ross in 1983,
362,Mishal Husain,[X] works for [Y] .,BBC,"In late 2005, the [MASK] broadcast a full series of Star Spell, again presented by Eamonn Holmes but Mishal Husain took over from Nina as word pronouncer.","In late 2005, the BBC broadcast a full series of Star Spell, again presented by Eamonn Holmes but Mishal Husain took over from Nina as word pronouncer.","['In late 2005, the BBC broadcast a full series of Star Spell, again presented by Eamonn Holmes but Mishal Husain took over from Nina as word pronouncer.']","In late 2005, the BBC broadcast a full series of Star Spell, again presented by Eamonn Holmes but Mishal Husain took over from Nina as word pronouncer.",,
363,Rigsy,[X] works for [Y] .,BBC,"In nine years at the [MASK], Rigsy has interviewed many well known and respected acts and musicians, including Noel Gallagher, Kings of Leon, Pete Doherty, Jarvis Cocker, Ian Brown, Muse, Franz Ferdinand, Snow Patrol, Primal Scream, The Prodigy, The Killers, The Chemical Brothers, The Flaming Lips, Underworld and Steve Coogan while primarily promoting new Northern Irish acts such as General Fiasco, Two Door Cinema Club, Panama Kings and And So I Watch You From Afar.","In nine years at the BBC, Rigsy has interviewed many well known and respected acts and musicians, including Noel Gallagher, Kings of Leon, Pete Doherty, Jarvis Cocker, Ian Brown, Muse, Franz Ferdinand, Snow Patrol, Primal Scream, The Prodigy, The Killers, The Chemical Brothers, The Flaming Lips, Underworld and Steve Coogan while primarily promoting new Northern Irish acts such as General Fiasco, Two Door Cinema Club, Panama Kings and And So I Watch You From Afar.","['in nine years at the bbc rigsy has interviewed many well-known and respected acts and musicians including noel gallagher kings of leon pete doherty jarvis cocker ian brown muse franz ferdinand snow patrol primal scream the killers the chemical brothers the flaming lip', 'in nine years at the bbc rigsy has interviewed many well known and respected acts and musicians including noel gallagher kings of leon pete doherty jarvis cocker ian brown muse franz ferdinand snow patrol primal scream the prodigy the killers the chemical brothers the fla']",in nine years at the [MASK] rigsy has interviewed many well-known and respected acts and musicians including noel gallagher kings of leon pete doherty jarvis cocker ian brown muse franz ferdinand snow patrol primal scream the killers the chemical brothers the flaming lip,in nine years at the [MASK] rigsy has interviewed many well known and respected acts and musicians including noel gallagher kings of leon pete doherty jarvis cocker ian brown muse franz ferdinand snow patrol primal scream the prodigy the killers the chemical brothers the fla,
