,answers,original,parrot_0,parrot_1,parrot_2
30,detroit,"[{'token': 'chicago', 'score': 0.065}, {'token': 'philadelphia', 'score': 0.063}, {'token': 'florida', 'score': 0.051}, {'token': 'california', 'score': 0.047}, {'token': 'texas', 'score': 0.041}, {'token': 'detroit', 'score': 0.036}, {'token': 'atlanta', 'score': 0.027}, {'token': 'ohio', 'score': 0.027}, {'token': 'virginia', 'score': 0.025}, {'token': 'georgia', 'score': 0.023}, {'token': 'pennsylvania', 'score': 0.021}, {'token': 'alabama', 'score': 0.021}, {'token': 'houston', 'score': 0.02}, {'token': 'indiana', 'score': 0.02}, {'token': 'louisiana', 'score': 0.02}]",,,
31,bangkok,"[{'token': 'bangkok', 'score': 0.982}, {'token': 'thailand', 'score': 0.015}, {'token': 'melbourne', 'score': 0.0}, {'token': 'cambodia', 'score': 0.0}, {'token': 'siam', 'score': 0.0}, {'token': 'singapore', 'score': 0.0}, {'token': 'kathmandu', 'score': 0.0}, {'token': 'jakarta', 'score': 0.0}, {'token': 'london', 'score': 0.0}, {'token': 'canberra', 'score': 0.0}, {'token': 'thai', 'score': 0.0}, {'token': 'bali', 'score': 0.0}, {'token': 'doha', 'score': 0.0}, {'token': 'copenhagen', 'score': 0.0}, {'token': 'seattle', 'score': 0.0}]","[{'token': 'thailand', 'score': 0.677}, {'token': 'bangkok', 'score': 0.188}, {'token': 'cambodia', 'score': 0.026}, {'token': 'asia', 'score': 0.023}, {'token': 'indonesia', 'score': 0.013}, {'token': 'culture', 'score': 0.01}, {'token': 'siam', 'score': 0.008}, {'token': 'anthropology', 'score': 0.006}, {'token': 'society', 'score': 0.004}, {'token': 'thai', 'score': 0.004}, {'token': 'asean', 'score': 0.003}, {'token': 'australia', 'score': 0.002}, {'token': 'education', 'score': 0.002}, {'token': 'laos', 'score': 0.001}, {'token': 'buddhism', 'score': 0.001}]","[{'token': '.', 'score': 0.853}, {'token': 'bangkok', 'score': 0.127}, {'token': 'thailand', 'score': 0.008}, {'token': ';', 'score': 0.007}, {'token': '?', 'score': 0.001}, {'token': '|', 'score': 0.001}, {'token': 'london', 'score': 0.001}, {'token': 'thai', 'score': 0.0}, {'token': 'melbourne', 'score': 0.0}, {'token': 'cambodia', 'score': 0.0}, {'token': 'australia', 'score': 0.0}, {'token': 'siam', 'score': 0.0}, {'token': '!', 'score': 0.0}, {'token': 'singapore', 'score': 0.0}, {'token': 'canberra', 'score': 0.0}]",
32,nebraska,"[{'token': 'nebraska', 'score': 0.386}, {'token': 'illinois', 'score': 0.157}, {'token': 'iowa', 'score': 0.088}, {'token': 'wisconsin', 'score': 0.065}, {'token': 'kansas', 'score': 0.06}, {'token': 'missouri', 'score': 0.039}, {'token': 'oklahoma', 'score': 0.034}, {'token': 'indiana', 'score': 0.029}, {'token': 'omaha', 'score': 0.027}, {'token': 'minnesota', 'score': 0.021}, {'token': 'america', 'score': 0.02}, {'token': 'louisiana', 'score': 0.011}, {'token': 'chicago', 'score': 0.01}, {'token': 'california', 'score': 0.009}, {'token': 'ohio', 'score': 0.008}]",,,
33,madrid,"[{'token': 'madrid', 'score': 0.781}, {'token': 'zaragoza', 'score': 0.104}, {'token': 'granada', 'score': 0.024}, {'token': 'seville', 'score': 0.014}, {'token': 'barcelona', 'score': 0.013}, {'token': 'cordoba', 'score': 0.01}, {'token': 'toledo', 'score': 0.006}, {'token': 'salamanca', 'score': 0.005}, {'token': 'valencia', 'score': 0.004}, {'token': 'spain', 'score': 0.004}, {'token': 'sevilla', 'score': 0.003}, {'token': 'malaga', 'score': 0.003}, {'token': 'puebla', 'score': 0.002}, {'token': 'leon', 'score': 0.002}, {'token': 'cadiz', 'score': 0.001}]","[{'token': 'madrid', 'score': 0.85}, {'token': 'zaragoza', 'score': 0.052}, {'token': 'granada', 'score': 0.014}, {'token': 'barcelona', 'score': 0.012}, {'token': 'seville', 'score': 0.011}, {'token': 'cordoba', 'score': 0.006}, {'token': 'spain', 'score': 0.005}, {'token': 'valencia', 'score': 0.005}, {'token': 'toledo', 'score': 0.004}, {'token': 'salamanca', 'score': 0.003}, {'token': 'sevilla', 'score': 0.003}, {'token': 'malaga', 'score': 0.003}, {'token': 'naples', 'score': 0.002}, {'token': 'palma', 'score': 0.001}, {'token': 'cadiz', 'score': 0.001}]","[{'token': 'madrid', 'score': 0.838}, {'token': 'zaragoza', 'score': 0.061}, {'token': 'granada', 'score': 0.017}, {'token': 'barcelona', 'score': 0.013}, {'token': 'seville', 'score': 0.011}, {'token': 'cordoba', 'score': 0.008}, {'token': 'spain', 'score': 0.007}, {'token': 'toledo', 'score': 0.005}, {'token': 'valencia', 'score': 0.004}, {'token': 'salamanca', 'score': 0.003}, {'token': 'sevilla', 'score': 0.003}, {'token': 'malaga', 'score': 0.002}, {'token': 'cadiz', 'score': 0.002}, {'token': 'naples', 'score': 0.001}, {'token': 'puebla', 'score': 0.001}]","[{'token': 'madrid', 'score': 0.793}, {'token': 'zaragoza', 'score': 0.108}, {'token': 'granada', 'score': 0.014}, {'token': 'barcelona', 'score': 0.014}, {'token': 'seville', 'score': 0.01}, {'token': 'cordoba', 'score': 0.008}, {'token': 'spain', 'score': 0.005}, {'token': 'valencia', 'score': 0.005}, {'token': 'toledo', 'score': 0.004}, {'token': 'salamanca', 'score': 0.004}, {'token': 'sevilla', 'score': 0.003}, {'token': 'malaga', 'score': 0.002}, {'token': 'naples', 'score': 0.002}, {'token': 'palma', 'score': 0.001}, {'token': 'cadiz', 'score': 0.001}]"
34,melbourne,"[{'token': 'sydney', 'score': 0.44}, {'token': 'melbourne', 'score': 0.297}, {'token': 'brisbane', 'score': 0.036}, {'token': 'adelaide', 'score': 0.028}, {'token': 'australia', 'score': 0.027}, {'token': 'london', 'score': 0.027}, {'token': 'canberra', 'score': 0.024}, {'token': 'victoria', 'score': 0.014}, {'token': 'perth', 'score': 0.014}, {'token': 'queensland', 'score': 0.012}, {'token': 'england', 'score': 0.012}, {'token': 'singapore', 'score': 0.004}, {'token': 'tasmania', 'score': 0.004}, {'token': 'auckland', 'score': 0.002}, {'token': 'newcastle', 'score': 0.002}]",,,
35,montreal,"[{'token': 'montreal', 'score': 0.272}, {'token': 'toronto', 'score': 0.091}, {'token': 'california', 'score': 0.036}, {'token': 'philadelphia', 'score': 0.033}, {'token': 'florida', 'score': 0.033}, {'token': 'memphis', 'score': 0.029}, {'token': 'canadian', 'score': 0.028}, {'token': 'british', 'score': 0.027}, {'token': 'london', 'score': 0.026}, {'token': 'american', 'score': 0.026}, {'token': 'chicago', 'score': 0.024}, {'token': 'detroit', 'score': 0.022}, {'token': 'quebec', 'score': 0.017}, {'token': 'dallas', 'score': 0.014}, {'token': 'texas', 'score': 0.014}]",,,
36,rome,"[{'token': 'turin', 'score': 0.392}, {'token': 'milan', 'score': 0.136}, {'token': 'bologna', 'score': 0.124}, {'token': 'siena', 'score': 0.075}, {'token': 'florence', 'score': 0.049}, {'token': 'naples', 'score': 0.04}, {'token': 'genoa', 'score': 0.036}, {'token': 'rome', 'score': 0.032}, {'token': 'torino', 'score': 0.018}, {'token': 'venice', 'score': 0.012}, {'token': 'pisa', 'score': 0.008}, {'token': 'parma', 'score': 0.008}, {'token': 'palermo', 'score': 0.007}, {'token': 'milano', 'score': 0.007}, {'token': 'como', 'score': 0.006}]","[{'token': 'the', 'score': 0.96}, {'token': 'italian', 'score': 0.01}, {'token': 'music', 'score': 0.006}, {'token': 'classical', 'score': 0.006}, {'token': 'musical', 'score': 0.004}, {'token': 'fine', 'score': 0.002}, {'token': 'baroque', 'score': 0.002}, {'token': 'verdi', 'score': 0.0}, {'token': 'piano', 'score': 0.0}, {'token': 'emilia', 'score': 0.0}, {'token': 'romantic', 'score': 0.0}, {'token': 'concert', 'score': 0.0}, {'token': 'lyric', 'score': 0.0}, {'token': 'grand', 'score': 0.0}, {'token': 'dramatic', 'score': 0.0}]","[{'token': '.', 'score': 0.873}, {'token': ';', 'score': 0.097}, {'token': '?', 'score': 0.005}, {'token': 'turin', 'score': 0.003}, {'token': '!', 'score': 0.003}, {'token': 'florence', 'score': 0.003}, {'token': 'milan', 'score': 0.002}, {'token': 'siena', 'score': 0.002}, {'token': 'torino', 'score': 0.001}, {'token': 'naples', 'score': 0.001}, {'token': 'bologna', 'score': 0.001}, {'token': 'genoa', 'score': 0.001}, {'token': 'palermo', 'score': 0.0}, {'token': '|', 'score': 0.0}, {'token': 'italy', 'score': 0.0}]","[{'token': '.', 'score': 0.935}, {'token': ';', 'score': 0.049}, {'token': '?', 'score': 0.005}, {'token': '!', 'score': 0.002}, {'token': 'florence', 'score': 0.002}, {'token': 'milan', 'score': 0.001}, {'token': 'turin', 'score': 0.001}, {'token': 'rome', 'score': 0.0}, {'token': 'siena', 'score': 0.0}, {'token': 'bologna', 'score': 0.0}, {'token': 'italy', 'score': 0.0}, {'token': 'naples', 'score': 0.0}, {'token': '|', 'score': 0.0}, {'token': 'torino', 'score': 0.0}, {'token': 'genoa', 'score': 0.0}]"
37,constantinople,"[{'token': 'constantinople', 'score': 0.643}, {'token': 'athens', 'score': 0.176}, {'token': 'antioch', 'score': 0.037}, {'token': 'alexandria', 'score': 0.035}, {'token': 'istanbul', 'score': 0.011}, {'token': 'damascus', 'score': 0.009}, {'token': 'oxford', 'score': 0.007}, {'token': 'thessaloniki', 'score': 0.005}, {'token': 'baghdad', 'score': 0.004}, {'token': 'paris', 'score': 0.004}, {'token': 'padua', 'score': 0.004}, {'token': 'rome', 'score': 0.004}, {'token': 'beirut', 'score': 0.003}, {'token': 'cambridge', 'score': 0.003}, {'token': 'rhodes', 'score': 0.003}]",,,
38,bristol,"[{'token': 'london', 'score': 0.28}, {'token': 'manchester', 'score': 0.071}, {'token': 'liverpool', 'score': 0.055}, {'token': 'edinburgh', 'score': 0.038}, {'token': 'leeds', 'score': 0.02}, {'token': 'oxford', 'score': 0.02}, {'token': 'bristol', 'score': 0.019}, {'token': 'birmingham', 'score': 0.018}, {'token': 'sheffield', 'score': 0.018}, {'token': 'glasgow', 'score': 0.015}, {'token': 'norwich', 'score': 0.011}, {'token': 'dublin', 'score': 0.01}, {'token': 'cambridge', 'score': 0.009}, {'token': 'nottingham', 'score': 0.009}, {'token': 'brighton', 'score': 0.007}]",,,
39,glasgow,"[{'token': 'dundee', 'score': 0.808}, {'token': 'edinburgh', 'score': 0.038}, {'token': 'glasgow', 'score': 0.037}, {'token': 'perth', 'score': 0.031}, {'token': 'aberdeen', 'score': 0.017}, {'token': 'fife', 'score': 0.013}, {'token': 'tay', 'score': 0.01}, {'token': 'stirling', 'score': 0.006}, {'token': 'scotland', 'score': 0.004}, {'token': 'montrose', 'score': 0.004}, {'token': 'paisley', 'score': 0.003}, {'token': 'angus', 'score': 0.003}, {'token': 'inverness', 'score': 0.002}, {'token': 'hamilton', 'score': 0.002}, {'token': 'london', 'score': 0.001}]",,,
40,cebu,"[{'token': 'manila', 'score': 0.384}, {'token': 'laguna', 'score': 0.332}, {'token': 'cebu', 'score': 0.123}, {'token': 'luzon', 'score': 0.042}, {'token': 'mindanao', 'score': 0.035}, {'token': 'leyte', 'score': 0.033}, {'token': 'quezon', 'score': 0.024}, {'token': 'philippines', 'score': 0.013}, {'token': 'antique', 'score': 0.009}, {'token': 'sabah', 'score': 0.002}, {'token': 'taiwan', 'score': 0.0}, {'token': 'sonora', 'score': 0.0}, {'token': '##ue', 'score': 0.0}, {'token': 'city', 'score': 0.0}, {'token': 'philippine', 'score': 0.0}]",,,
41,ukraine,"[{'token': 'moscow', 'score': 0.651}, {'token': 'kiev', 'score': 0.118}, {'token': 'odessa', 'score': 0.087}, {'token': 'leningrad', 'score': 0.081}, {'token': 'donetsk', 'score': 0.007}, {'token': 'ukraine', 'score': 0.005}, {'token': 'lviv', 'score': 0.005}, {'token': 'kyiv', 'score': 0.005}, {'token': 'minsk', 'score': 0.004}, {'token': 'ussr', 'score': 0.003}, {'token': 'baku', 'score': 0.002}, {'token': 'russia', 'score': 0.002}, {'token': 'yerevan', 'score': 0.002}, {'token': 'crimea', 'score': 0.002}, {'token': 'riga', 'score': 0.002}]",,,
42,houston,"[{'token': '2009', 'score': 0.048}, {'token': '2', 'score': 0.026}, {'token': ',', 'score': 0.026}, {'token': 'usa', 'score': 0.024}, {'token': 'chicago', 'score': 0.023}, {'token': '4', 'score': 0.023}, {'token': 'ii', 'score': 0.02}, {'token': '6', 'score': 0.02}, {'token': '2010', 'score': 0.019}, {'token': 'iv', 'score': 0.018}, {'token': 'international', 'score': 0.017}, {'token': 'iii', 'score': 0.016}, {'token': 'ny', 'score': 0.015}, {'token': '3', 'score': 0.015}, {'token': '##s', 'score': 0.013}]",,,
43,barcelona,"[{'token': 'barcelona', 'score': 0.412}, {'token': 'madrid', 'score': 0.205}, {'token': 'valencia', 'score': 0.153}, {'token': 'zaragoza', 'score': 0.02}, {'token': 'spain', 'score': 0.016}, {'token': 'catalonia', 'score': 0.015}, {'token': 'paris', 'score': 0.013}, {'token': 'palma', 'score': 0.012}, {'token': 'santiago', 'score': 0.01}, {'token': 'bilbao', 'score': 0.008}, {'token': 'cordoba', 'score': 0.007}, {'token': 'leon', 'score': 0.007}, {'token': 'granada', 'score': 0.007}, {'token': 'malaga', 'score': 0.007}, {'token': 'seville', 'score': 0.006}]","[{'token': 'barcelona', 'score': 0.506}, {'token': 'madrid', 'score': 0.152}, {'token': 'valencia', 'score': 0.099}, {'token': 'spain', 'score': 0.025}, {'token': 'catalonia', 'score': 0.022}, {'token': 'zaragoza', 'score': 0.017}, {'token': 'paris', 'score': 0.016}, {'token': 'toulouse', 'score': 0.009}, {'token': 'cordoba', 'score': 0.006}, {'token': 'bilbao', 'score': 0.006}, {'token': 'palma', 'score': 0.006}, {'token': 'santiago', 'score': 0.005}, {'token': 'malaga', 'score': 0.005}, {'token': 'granada', 'score': 0.005}, {'token': 'lisbon', 'score': 0.004}]","[{'token': 'barcelona', 'score': 0.487}, {'token': 'madrid', 'score': 0.162}, {'token': 'valencia', 'score': 0.112}, {'token': 'spain', 'score': 0.024}, {'token': 'catalonia', 'score': 0.021}, {'token': 'zaragoza', 'score': 0.017}, {'token': 'paris', 'score': 0.015}, {'token': 'toulouse', 'score': 0.008}, {'token': 'cordoba', 'score': 0.007}, {'token': 'bilbao', 'score': 0.006}, {'token': 'palma', 'score': 0.006}, {'token': 'malaga', 'score': 0.006}, {'token': 'santiago', 'score': 0.005}, {'token': 'granada', 'score': 0.005}, {'token': 'lisbon', 'score': 0.004}]",
44,lund,"[{'token': 'stockholm', 'score': 0.604}, {'token': 'gothenburg', 'score': 0.16}, {'token': 'malmo', 'score': 0.109}, {'token': 'sweden', 'score': 0.045}, {'token': 'uppsala', 'score': 0.031}, {'token': 'lund', 'score': 0.015}, {'token': 'helsinki', 'score': 0.006}, {'token': 'reykjavik', 'score': 0.006}, {'token': 'copenhagen', 'score': 0.003}, {'token': 'oslo', 'score': 0.001}, {'token': 'iceland', 'score': 0.001}, {'token': 'amsterdam', 'score': 0.001}, {'token': 'london', 'score': 0.001}, {'token': 'riga', 'score': 0.001}, {'token': 'finland', 'score': 0.001}]",,,
45,milan,"[{'token': 'milan', 'score': 0.685}, {'token': 'ferrara', 'score': 0.067}, {'token': 'florence', 'score': 0.06}, {'token': 'calabria', 'score': 0.026}, {'token': 'parma', 'score': 0.021}, {'token': 'savoy', 'score': 0.015}, {'token': 'lorraine', 'score': 0.011}, {'token': 'genoa', 'score': 0.01}, {'token': 'venice', 'score': 0.01}, {'token': 'siena', 'score': 0.008}, {'token': 'tuscany', 'score': 0.008}, {'token': 'bavaria', 'score': 0.007}, {'token': 'naples', 'score': 0.005}, {'token': 'rome', 'score': 0.004}, {'token': 'alba', 'score': 0.004}]",,,
46,scotland,"[{'token': 'england', 'score': 0.269}, {'token': 'australia', 'score': 0.243}, {'token': 'germany', 'score': 0.069}, {'token': 'brazil', 'score': 0.029}, {'token': 'britain', 'score': 0.027}, {'token': 'wales', 'score': 0.026}, {'token': 'france', 'score': 0.026}, {'token': 'ireland', 'score': 0.025}, {'token': 'italy', 'score': 0.022}, {'token': 'canada', 'score': 0.021}, {'token': 'switzerland', 'score': 0.019}, {'token': 'ferrari', 'score': 0.017}, {'token': 'spain', 'score': 0.015}, {'token': 'sweden', 'score': 0.011}, {'token': 'scotland', 'score': 0.01}]","[{'token': 'australia', 'score': 0.229}, {'token': 'canada', 'score': 0.114}, {'token': 'france', 'score': 0.106}, {'token': 'ireland', 'score': 0.078}, {'token': 'england', 'score': 0.057}, {'token': 'scotland', 'score': 0.04}, {'token': 'germany', 'score': 0.027}, {'token': 'italy', 'score': 0.019}, {'token': 'spain', 'score': 0.016}, {'token': 'brazil', 'score': 0.015}, {'token': 'wales', 'score': 0.015}, {'token': 'switzerland', 'score': 0.013}, {'token': 'jamaica', 'score': 0.013}, {'token': 'india', 'score': 0.012}, {'token': 'belgium', 'score': 0.01}]","[{'token': 'england', 'score': 0.397}, {'token': 'australia', 'score': 0.135}, {'token': 'ireland', 'score': 0.115}, {'token': 'scotland', 'score': 0.081}, {'token': 'wales', 'score': 0.065}, {'token': 'france', 'score': 0.035}, {'token': 'canada', 'score': 0.017}, {'token': 'jamaica', 'score': 0.01}, {'token': 'italy', 'score': 0.007}, {'token': 'germany', 'score': 0.007}, {'token': 'india', 'score': 0.006}, {'token': 'gb', 'score': 0.004}, {'token': 'spain', 'score': 0.004}, {'token': 'britain', 'score': 0.004}, {'token': 'fiji', 'score': 0.003}]",
47,tehran,"[{'token': 'tehran', 'score': 0.933}, {'token': 'iran', 'score': 0.059}, {'token': 'kerman', 'score': 0.002}, {'token': 'persia', 'score': 0.001}, {'token': 'kabul', 'score': 0.001}, {'token': '##fahan', 'score': 0.001}, {'token': 'khorasan', 'score': 0.001}, {'token': 'iranian', 'score': 0.0}, {'token': 'baku', 'score': 0.0}, {'token': 'persian', 'score': 0.0}, {'token': 'baghdad', 'score': 0.0}, {'token': 'iraq', 'score': 0.0}, {'token': 'yerevan', 'score': 0.0}, {'token': 'rey', 'score': 0.0}, {'token': 'azerbaijan', 'score': 0.0}]",,,
48,atlanta,"[{'token': 'atlanta', 'score': 0.981}, {'token': 'georgia', 'score': 0.011}, {'token': 'american', 'score': 0.002}, {'token': 'chicago', 'score': 0.001}, {'token': 'brooklyn', 'score': 0.0}, {'token': 'southern', 'score': 0.0}, {'token': 'philadelphia', 'score': 0.0}, {'token': 'detroit', 'score': 0.0}, {'token': 'miami', 'score': 0.0}, {'token': 'houston', 'score': 0.0}, {'token': 'boston', 'score': 0.0}, {'token': 'nashville', 'score': 0.0}, {'token': 'local', 'score': 0.0}, {'token': 'florida', 'score': 0.0}, {'token': 'underground', 'score': 0.0}]","[{'token': 'atlanta', 'score': 0.368}, {'token': 'chicago', 'score': 0.101}, {'token': 'american', 'score': 0.063}, {'token': 'houston', 'score': 0.03}, {'token': 'fellow', 'score': 0.027}, {'token': 'philadelphia', 'score': 0.024}, {'token': 'brooklyn', 'score': 0.018}, {'token': 'detroit', 'score': 0.016}, {'token': 'local', 'score': 0.012}, {'token': 'florida', 'score': 0.012}, {'token': 'miami', 'score': 0.011}, {'token': 'british', 'score': 0.01}, {'token': 'texas', 'score': 0.01}, {'token': 'london', 'score': 0.01}, {'token': 'the', 'score': 0.009}]","[{'token': 'fellow', 'score': 0.199}, {'token': 'atlanta', 'score': 0.139}, {'token': 'american', 'score': 0.091}, {'token': 'chicago', 'score': 0.081}, {'token': 'houston', 'score': 0.034}, {'token': 'the', 'score': 0.024}, {'token': 'philadelphia', 'score': 0.019}, {'token': 'british', 'score': 0.017}, {'token': 'local', 'score': 0.017}, {'token': 'canadian', 'score': 0.014}, {'token': 'brooklyn', 'score': 0.013}, {'token': 'southern', 'score': 0.011}, {'token': 'miami', 'score': 0.011}, {'token': 'florida', 'score': 0.011}, {'token': 'detroit', 'score': 0.01}]",
49,london,"[{'token': 'london', 'score': 0.562}, {'token': 'paris', 'score': 0.097}, {'token': 'england', 'score': 0.05}, {'token': 'europe', 'score': 0.042}, {'token': 'manhattan', 'score': 0.027}, {'token': 'chicago', 'score': 0.02}, {'token': 'britain', 'score': 0.02}, {'token': 'washington', 'score': 0.018}, {'token': 'toronto', 'score': 0.009}, {'token': 'boston', 'score': 0.009}, {'token': 'connecticut', 'score': 0.008}, {'token': 'canada', 'score': 0.008}, {'token': 'broadway', 'score': 0.008}, {'token': 'france', 'score': 0.007}, {'token': 'hollywood', 'score': 0.005}]","[{'token': 'paris', 'score': 0.261}, {'token': 'hollywood', 'score': 0.157}, {'token': 'berlin', 'score': 0.038}, {'token': 'manchester', 'score': 0.037}, {'token': 'tokyo', 'score': 0.036}, {'token': 'london', 'score': 0.025}, {'token': 'birmingham', 'score': 0.024}, {'token': 'sydney', 'score': 0.018}, {'token': 'chicago', 'score': 0.017}, {'token': 'dublin', 'score': 0.016}, {'token': 'glasgow', 'score': 0.016}, {'token': 'edinburgh', 'score': 0.014}, {'token': 'liverpool', 'score': 0.013}, {'token': 'toured', 'score': 0.013}, {'token': 'melbourne', 'score': 0.01}]","[{'token': 'monroe', 'score': 0.68}, {'token': 'horne', 'score': 0.185}, {'token': 'miller', 'score': 0.031}, {'token': 'bergman', 'score': 0.015}, {'token': 'scott', 'score': 0.012}, {'token': '##ne', 'score': 0.01}, {'token': 'russell', 'score': 0.004}, {'token': 'manson', 'score': 0.003}, {'token': '##na', 'score': 0.003}, {'token': '##n', 'score': 0.003}, {'token': 'burton', 'score': 0.001}, {'token': 'maxwell', 'score': 0.001}, {'token': 'arnold', 'score': 0.001}, {'token': 'williams', 'score': 0.001}, {'token': 'myers', 'score': 0.001}]","[{'token': 'monroe', 'score': 0.884}, {'token': 'horne', 'score': 0.06}, {'token': 'miller', 'score': 0.015}, {'token': 'scott', 'score': 0.006}, {'token': 'bergman', 'score': 0.005}, {'token': 'maxwell', 'score': 0.002}, {'token': 'russell', 'score': 0.002}, {'token': '##ne', 'score': 0.001}, {'token': 'arnold', 'score': 0.001}, {'token': 'manson', 'score': 0.001}, {'token': '##n', 'score': 0.001}, {'token': 'hacker', 'score': 0.001}, {'token': 'cooper', 'score': 0.001}, {'token': '##na', 'score': 0.0}, {'token': 'chambers', 'score': 0.0}]"
