obj_label,masked_sentence,masked_sentence_roberta
constantinople,"Abdülmecid died of tuberculosis (like his father) at the age of 39 in [MASK] on 25 June 1861, where he was buried, and was succeeded by his brother, Abdülâziz, the oldest survivor of the family of Osman .","Abdülmecid died of tuberculosis (like his father) at the age of 39 in <mask> on 25 June 1861, where he was buried, and was succeeded by his brother, Abdülâziz, the oldest survivor of the family of Osman ."
oslo,Kaare Fostervoll died in July 1981 in [MASK] .,Kaare Fostervoll died in July 1981 in <mask> .
paris,"Her last years were marred by depression, alcoholism and illness and she died in [MASK] of a malignant influenza (pneumonia), at the age of thirty-eight .","Her last years were marred by depression, alcoholism and illness and she died in <mask> of a malignant influenza (pneumonia), at the age of thirty-eight ."
wellington,McLean died on 30 March 2011 at his home in [MASK] .,McLean died on 30 March 2011 at his home in <mask> .
winnipeg,Woodsworth died in 1917 in [MASK] .,Woodsworth died in 1917 in <mask> .
milton,"In the following year Bishop Keene, without any solicitation, sent him an offer of the vicarage of Madingley, but he civilly declined it He was, however, on 10 June 1774 instituted by Dr John Green, bishop of Lincoln, on the presentation of Eton College, to the vicarage of Burnham, Buckinghamshire, vacant by the cession of his uterine brother, Stephen Apthorp, DD He still continued to reside at [MASK], where he died on 16 December 1782, his constitution having been shattered by repeated attacks of gout .","In the following year Bishop Keene, without any solicitation, sent him an offer of the vicarage of Madingley, but he civilly declined it He was, however, on 10 June 1774 instituted by Dr John Green, bishop of Lincoln, on the presentation of Eton College, to the vicarage of Burnham, Buckinghamshire, vacant by the cession of his uterine brother, Stephen Apthorp, DD He still continued to reside at <mask>, where he died on 16 December 1782, his constitution having been shattered by repeated attacks of gout ."
ankara,"Malik was posted to CENTO in [MASK], Turkey where he died in a road accident .","Malik was posted to CENTO in <mask>, Turkey where he died in a road accident ."
melbourne,"Alwyn Kurts died on 4 May 2000 in [MASK], Australia, from liver failure .","Alwyn Kurts died on 4 May 2000 in <mask>, Australia, from liver failure ."
louisville,"Bishop Bascom died 8 September 1850 in [MASK], Kentucky .","Bishop Bascom died 8 September 1850 in <mask>, Kentucky ."
boston,"Dyer died of bronchitis at the Massachusetts Homeopathic Hospital in [MASK], Massachusetts on the afternoon of January 13, 1907 .","Dyer died of bronchitis at the Massachusetts Homeopathic Hospital in <mask>, Massachusetts on the afternoon of January 13, 1907 ."
cambridge,"She died in [MASK] of lung cancer on June 3, 2002 .","She died in <mask> of lung cancer on June 3, 2002 ."
madrid,"Antonio Castrejon, a Spanish painter, was born at [MASK] in 1625 .","Antonio Castrejon, a Spanish painter, was born at <mask> in 1625 ."
madrid,He died at [MASK] in 1690 .,He died at <mask> in 1690 .
berkeley,"He died on August 12, 1989 in [MASK] .","He died on August 12, 1989 in <mask> ."
seville,Felipe de León (died 1728) was a Spanish painter of the Baroque period active in [MASK] .,Felipe de León (died 1728) was a Spanish painter of the Baroque period active in <mask> .
houston,"Pappy Daily died December 5, 1987 in [MASK] and is buried in the city .","Pappy Daily died December 5, 1987 in <mask> and is buried in the city ."
windsor,"Godolphin died at [MASK], 29 January 1733, and was buried in Eton Chapel .","Godolphin died at <mask>, 29 January 1733, and was buried in Eton Chapel ."
chicago,"Martin was elected as a Democrat to the Sixty-fifth Congress and served from March 4, 1917, until his death in [MASK], Illinois, October 28, 1917 .","Martin was elected as a Democrat to the Sixty-fifth Congress and served from March 4, 1917, until his death in <mask>, Illinois, October 28, 1917 ."
oakland,"Stewart died at his home in [MASK] on April 17, 1942, at the age of 61 He was survived by his wife and five children .","Stewart died at his home in <mask> on April 17, 1942, at the age of 61 He was survived by his wife and five children ."
dartmouth,He died at his home in [MASK] .,He died at his home in <mask> .
kensington,"Pryde died on 24 February 1941 in [MASK], London .","Pryde died on 24 February 1941 in <mask>, London ."
manila,"She died on August 4, 1940 in [MASK], Philippines .","She died on August 4, 1940 in <mask>, Philippines ."
london,She died in [MASK] on 9 May 1993 .,She died in <mask> on 9 May 1993 .
nice,"Georgy Adamovich died in February 21, 1972 in [MASK], France .","Georgy Adamovich died in February 21, 1972 in <mask>, France ."
london,She died in [MASK] in 1893 and was buried with her husband in Killegy graveyard .,She died in <mask> in 1893 and was buried with her husband in Killegy graveyard .
indianapolis,"Alexander died on September 29, 1971 at the Veteran's Hospital in [MASK], Indiana .","Alexander died on September 29, 1971 at the Veteran's Hospital in <mask>, Indiana ."
bath,"Duncan died on 12 November 1863, at Westfield Lodge, his home, near [MASK], aged 91 He was unmarried .","Duncan died on 12 November 1863, at Westfield Lodge, his home, near <mask>, aged 91 He was unmarried ."
bordeaux,"Montauband (born about 1650; died [MASK], 1700) was a pirate .","Montauband (born about 1650; died <mask>, 1700) was a pirate ."
moscow,In the 1920s he also became a coach and he would remain a coach until his death in 1940 in [MASK] .,In the 1920s he also became a coach and he would remain a coach until his death in 1940 in <mask> .
quebec,"In 1711, being very ill, Aveneau retired to [MASK] .","In 1711, being very ill, Aveneau retired to <mask> ."
quebec,"He died at [MASK] on September 14, 1711 .","He died at <mask> on September 14, 1711 ."
venice,He died at [MASK] in 1543 .,He died at <mask> in 1543 .
wilmington,"He died on October 8, 2009 in [MASK], Delaware .","He died on October 8, 2009 in <mask>, Delaware ."
virginia,"Bratton died on June 2, 2007, of an aneurysm, at the age of 81 in [MASK] .","Bratton died on June 2, 2007, of an aneurysm, at the age of 81 in <mask> ."
genoa,"The resulting political controversy helped result in Madero's relocation to [MASK], Italy, where he died in 1894 at the age of 71 .","The resulting political controversy helped result in Madero's relocation to <mask>, Italy, where he died in 1894 at the age of 71 ."
milan,"In 1941 she wrote in her diary: ``I feel a deep longing to live always united to Jesus, to love Him intensely because my death can only be a transport of love with my Spouse, Jesus.'' Sister Maria Pierina died in 1945 in [MASK] .","In 1941 she wrote in her diary: ``I feel a deep longing to live always united to Jesus, to love Him intensely because my death can only be a transport of love with my Spouse, Jesus.'' Sister Maria Pierina died in 1945 in <mask> ."
dublin,Robert MacBryde died in 1966 in [MASK] as a result of a street accident .,Robert MacBryde died in 1966 in <mask> as a result of a street accident .
pontiac,"She died on December 6, 1973, in [MASK], Michigan .","She died on December 6, 1973, in <mask>, Michigan ."
london,He died on 2 January 1755 in [MASK] .,He died on 2 January 1755 in <mask> .
trenton,"On December 11, 1973 Spoltore died of a heart attack at St Francis Hospital in [MASK], New Jersey at the age of 52 .","On December 11, 1973 Spoltore died of a heart attack at St Francis Hospital in <mask>, New Jersey at the age of 52 ."
dublin,"Cryan died at age 54 at his home in [MASK] on 17 February, 1881 and left a ``considerable fortune'' to his family .","Cryan died at age 54 at his home in <mask> on 17 February, 1881 and left a ``considerable fortune'' to his family ."
bath,"Bradshaw died at [MASK] on 16 December 1732, and was buried in Bristol Cathedral .","Bradshaw died at <mask> on 16 December 1732, and was buried in Bristol Cathedral ."
ottawa,"William James Paul died September 1, 1929 in [MASK], Ontario, Canada .","William James Paul died September 1, 1929 in <mask>, Ontario, Canada ."
philadelphia,"He resumed the practice of law in Reading and later moved to [MASK], where he died in 1856 .","He resumed the practice of law in Reading and later moved to <mask>, where he died in 1856 ."
paris,She died in [MASK] .,She died in <mask> .
cambridge,"She died in [MASK], Massachusetts on February 6, 2010 .","She died in <mask>, Massachusetts on February 6, 2010 ."
london,"Morley who never married, died at the Lambeth Hospital in [MASK] .","Morley who never married, died at the Lambeth Hospital in <mask> ."
philadelphia,"Georgie Shaw died on September 1, 2006 in [MASK] .","Georgie Shaw died on September 1, 2006 in <mask> ."
newark,"Hodgkinson died on 15 February 1881, at his home in [MASK], aged 62 .","Hodgkinson died on 15 February 1881, at his home in <mask>, aged 62 ."
beverly,"Arne Brun Lie died on 11 April 2010 in [MASK], MA He was 85 years old .","Arne Brun Lie died on 11 April 2010 in <mask>, MA He was 85 years old ."
toronto,Thomas Baines died in 1867 at [MASK] .,Thomas Baines died in 1867 at <mask> .
philadelphia,"Burk was elected in 1901 as a Republican to the 57th Congress and served from March 4, 1901, until his death in [MASK] .","Burk was elected in 1901 as a Republican to the 57th Congress and served from March 4, 1901, until his death in <mask> ."
dublin,Mary Lavin died in a [MASK] nursing home on 25 March 1996 .,Mary Lavin died in a <mask> nursing home on 25 March 1996 .
elgin,"He died May 11, 1623, at [MASK] .","He died May 11, 1623, at <mask> ."
harrisburg,"He became an associate judge of Dauphin County, Pennsylvania, by appointment of Governor David R Porter from 1839 until his death in [MASK], in 1851 .","He became an associate judge of Dauphin County, Pennsylvania, by appointment of Governor David R Porter from 1839 until his death in <mask>, in 1851 ."
cambridge,"Captain Bradford died at [MASK], Mass., 7 March 1824 .","Captain Bradford died at <mask>, Mass., 7 March 1824 ."
london,"Dale died in July 1943 in [MASK], aged 58, after collapsing during one of the final rehearsals for the première of The Flowing Tide .","Dale died in July 1943 in <mask>, aged 58, after collapsing during one of the final rehearsals for the première of The Flowing Tide ."
ottawa,He represented the senatorial division of Nova Scotia until his death in [MASK] at the age of 62 .,He represented the senatorial division of Nova Scotia until his death in <mask> at the age of 62 .
brooklyn,"He died February 3, 1885, at [MASK], New York .","He died February 3, 1885, at <mask>, New York ."
vancouver,The community Marpole located in [MASK] South was named after him .,The community Marpole located in <mask> South was named after him .
vancouver,He died on 8 Jun 1920 in [MASK] .,He died on 8 Jun 1920 in <mask> .
bath,"He died at [MASK] on 3 November 1791, and was interred in the church of Walcot .","He died at <mask> on 3 November 1791, and was interred in the church of Walcot ."
bologna,"Becoming ill with a fever he returned to [MASK], where he died on September 6 at age 46 (or 50) .","Becoming ill with a fever he returned to <mask>, where he died on September 6 at age 46 (or 50) ."
amsterdam,He died at [MASK] in 1656 .,He died at <mask> in 1656 .
huntington,"He died on December 10, 1959 in [MASK], West Virginia at the age of 74 .","He died on December 10, 1959 in <mask>, West Virginia at the age of 74 ."
trenton,"He died April 23, 1951 in [MASK], New Jersey .","He died April 23, 1951 in <mask>, New Jersey ."
genoa,"Valletti died of a heart attack in [MASK], Italy, while undergoing treatment for liver cancer .","Valletti died of a heart attack in <mask>, Italy, while undergoing treatment for liver cancer ."
henderson,"Dorsey served as a private in Headquarters Company, One Hundred and Fifty-ninth Depot Brigade, in 1918; executive Democratic committeeman 1920-1924; city attorney of [MASK] in 1926 and 1930 .","Dorsey served as a private in Headquarters Company, One Hundred and Fifty-ninth Depot Brigade, in 1918; executive Democratic committeeman 1920-1924; city attorney of <mask> in 1926 and 1930 ."
brisbane,Dunne died at [MASK] on 13 January 1917 .,Dunne died at <mask> on 13 January 1917 .
jerusalem,"Halkin died in 1987 in [MASK], Israel .","Halkin died in 1987 in <mask>, Israel ."
rotterdam,"Tozer then went to Holland, and became minister to the English merchants at [MASK], where he died on 11 September 1650; he was buried in the English church there .","Tozer then went to Holland, and became minister to the English merchants at <mask>, where he died on 11 September 1650; he was buried in the English church there ."
edinburgh,"Graham died very suddenly at his home in [MASK] in 1794, his death recorded in Old Parish Records as having taken place on 24 December, although other sources suggest he died on his birthday, 23 June .","Graham died very suddenly at his home in <mask> in 1794, his death recorded in Old Parish Records as having taken place on 24 December, although other sources suggest he died on his birthday, 23 June ."
manchester,He died at [MASK] 1 July 1857 .,He died at <mask> 1 July 1857 .
philadelphia,"However, his declining health forced him back to [MASK], where he died on May 30, 1878 .","However, his declining health forced him back to <mask>, where he died on May 30, 1878 ."
dallas,"Henry D Lindsley died November 18, 1938 in [MASK], Texas and was interred at Arlington National Cemetery in Arlington, Virginia .","Henry D Lindsley died November 18, 1938 in <mask>, Texas and was interred at Arlington National Cemetery in Arlington, Virginia ."
aleppo,He died in 1935 in [MASK] .,He died in 1935 in <mask> .
prague,"She studied piano with Josef Jiranek at the [MASK] Conservatory, graduating in 1913 and later studied composition privately with Vitezslav Novak .","She studied piano with Josef Jiranek at the <mask> Conservatory, graduating in 1913 and later studied composition privately with Vitezslav Novak ."
dhaka,"Waheedul Haq died at [MASK]'s Birdem Hospital on 27 January,2007 .","Waheedul Haq died at <mask>'s Birdem Hospital on 27 January,2007 ."
shanghai,"He was voted as one of the One Hundred Living Treasures of China and it was a great loss to the martial arts world and a greater loss to his family when he died in [MASK] on September 25, 1994 at age 92 Fu Sheng Yuan continues his father's quest in spreading Yang Taichi to the world .","He was voted as one of the One Hundred Living Treasures of China and it was a great loss to the martial arts world and a greater loss to his family when he died in <mask> on September 25, 1994 at age 92 Fu Sheng Yuan continues his father's quest in spreading Yang Taichi to the world ."
madrid,He died at [MASK] .,He died at <mask> .
beaufort,"He was appointed by President Theodore Roosevelt in 1906 as commissioner of the United States to mark the graves of Confederate dead in the North and served in this capacity until his death in [MASK], South Carolina, on December 7, 1907 .","He was appointed by President Theodore Roosevelt in 1906 as commissioner of the United States to mark the graves of Confederate dead in the North and served in this capacity until his death in <mask>, South Carolina, on December 7, 1907 ."
berkeley,"Hal Draper died of pneumonia in 1990 at his home in [MASK], California .","Hal Draper died of pneumonia in 1990 at his home in <mask>, California ."
london,"At the age of twelve he entered a printing office in [MASK], and became successively a compositor and proof-reader .","At the age of twelve he entered a printing office in <mask>, and became successively a compositor and proof-reader ."
newark,"Grand worthy patriarch of the Sons of Temperance in Ohio, and while attending a temperance convention at Sandusky contracted cholera, from which he died in [MASK], Ohio, July 30, 1849 .","Grand worthy patriarch of the Sons of Temperance in Ohio, and while attending a temperance convention at Sandusky contracted cholera, from which he died in <mask>, Ohio, July 30, 1849 ."
