obj_label,masked_sentence,masked_sentence_roberta
1971,"Laurent Bernard (born June 15 [MASK] in Chatenay-Malabry, France) is a french basketball player who played 9 times for the French men's national basketball team between 2000-2001 .","Laurent Bernard (born June 15 <mask> in Chatenay-Malabry, France) is a french basketball player who played 9 times for the French men's national basketball team between 2000-2001 ."
1924,Mona Rockman Napaljarri (born c [MASK]) is a Warlpiri-speaking Indigenous artist from Australia's Western Desert region .,Mona Rockman Napaljarri (born c <mask>) is a Warlpiri-speaking Indigenous artist from Australia's Western Desert region .
1867,"Williams was born around [MASK] in Utah and began work in a coal mine when he was ``little more than 8, to support his mother, his father having died when he was a baby.'' He attended grammar and high schools at night and when he was 18 he became principal of a school in Lucas, Iowa .","Williams was born around <mask> in Utah and began work in a coal mine when he was ``little more than 8, to support his mother, his father having died when he was a baby.'' He attended grammar and high schools at night and when he was 18 he became principal of a school in Lucas, Iowa ."
1930,Abdelhamid I Sabra (born c [MASK]) is a retired professor of the history of science specializing in the history of optics and science in medieval Islam .,Abdelhamid I Sabra (born c <mask>) is a retired professor of the history of science specializing in the history of optics and science in medieval Islam .
1960,Tony Murtagh was born in Manchester in [MASK] .,Tony Murtagh was born in Manchester in <mask> .
1970,"Yiorgos Magoulas, (Greek: Γιώργος Μαγουλάς) born in Athens in [MASK], is an award winning Greek composer and guitarist .","Yiorgos Magoulas, (Greek: Γιώργος Μαγουλάς) born in Athens in <mask>, is an award winning Greek composer and guitarist ."
1975,"Tony was born, June 25, [MASK], in San Diego, CA He's the eldest of 5 children and moved to Hillsboro, Texas after high school on a Baseball scholarship to attend Hill College .","Tony was born, June 25, <mask>, in San Diego, CA He's the eldest of 5 children and moved to Hillsboro, Texas after high school on a Baseball scholarship to attend Hill College ."
1988,"Tsukasa Shiotani (born December 5, [MASK]) is a Japanese football player. - 2011 Mito HollyHock J League 2 35 3 35 3 35 3 ) .","Tsukasa Shiotani (born December 5, <mask>) is a Japanese football player. - 2011 Mito HollyHock J League 2 35 3 35 3 35 3 ) ."
1817,"William T Joynes was born in Accomack County, Virginia in [MASK] .","William T Joynes was born in Accomack County, Virginia in <mask> ."
1788,Pyotr Aleksandrovich Chicherin () (21 February [MASK]--8 January 1849) was a prominent Russian general that fought against Napoleon's invasion of Russia .,Pyotr Aleksandrovich Chicherin () (21 February <mask>--8 January 1849) was a prominent Russian general that fought against Napoleon's invasion of Russia .
1827,"Hovhannes Hisarian (born [MASK] Constantinople, Ottoman Turkey - died 1916 Constantinople, Ottoman Turkey), was a famed Armenian writer, novelist, archeologist, editor, and teacher .","Hovhannes Hisarian (born <mask> Constantinople, Ottoman Turkey - died 1916 Constantinople, Ottoman Turkey), was a famed Armenian writer, novelist, archeologist, editor, and teacher ."
1911,"Milt Woodard (c. [MASK] -- March 3, 1996) was an American sports writer and sport executive .","Milt Woodard (c. <mask> -- March 3, 1996) was an American sports writer and sport executive ."
1877,"Carpenter was born May 13, [MASK] at Greeley, Weld County, Colorado .","Carpenter was born May 13, <mask> at Greeley, Weld County, Colorado ."
1818,"Slack was born in Bucks County, Pennsylvania in [MASK] .","Slack was born in Bucks County, Pennsylvania in <mask> ."
1995,"Yulia Belokobylskaya was born on the 14 December [MASK] in Rostov-Na-Donu, Russia .","Yulia Belokobylskaya was born on the 14 December <mask> in Rostov-Na-Donu, Russia ."
1957,Sophie Sonia Perin (born c [MASK]) of France is the first Miss International winner from her country .,Sophie Sonia Perin (born c <mask>) of France is the first Miss International winner from her country .
1948,"Gianfelice Rocca (born in Milan, on March 2, [MASK]) is an Italian entrepreneur .","Gianfelice Rocca (born in Milan, on March 2, <mask>) is an Italian entrepreneur ."
1820,Hugh Matheson (c. [MASK] - 1898) was a 19th-century Scottish industrialist .,Hugh Matheson (c. <mask> - 1898) was a 19th-century Scottish industrialist .
1831,"John Scarborough (April 21, [MASK]-March 14, 1913) was bishop of the Episcopal Diocese of New Jersey from 1875 to 1914 .","John Scarborough (April 21, <mask>-March 14, 1913) was bishop of the Episcopal Diocese of New Jersey from 1875 to 1914 ."
1920,"Heidelberger was born in New York City on December 23, [MASK] .","Heidelberger was born in New York City on December 23, <mask> ."
1874,"William Charles Brenke (born [MASK] April 12, Berlin) was an American mathematician who introduced Brenke polynomials and wrote several undergraduate textbooks .","William Charles Brenke (born <mask> April 12, Berlin) was an American mathematician who introduced Brenke polynomials and wrote several undergraduate textbooks ."
1886,"Merle Leland Youngs (December 2, [MASK] - October 8, 1958) was the manufacturer of Trojan condoms in Trenton, New Jersey at Youngs Rubber .","Merle Leland Youngs (December 2, <mask> - October 8, 1958) was the manufacturer of Trojan condoms in Trenton, New Jersey at Youngs Rubber ."
1967,Kevin Higgins was born in London in [MASK] of Irish parents .,Kevin Higgins was born in London in <mask> of Irish parents .
1958,Trevor Harley was born in [MASK] in London and grew up near Southampton .,Trevor Harley was born in <mask> in London and grew up near Southampton .
1988,"Kentaro Moriya (born September 21, [MASK]) is a Japanese football player. - 2011 Yokohama F Marinos J League 1 4 1 4 1 4 1 ) .","Kentaro Moriya (born September 21, <mask>) is a Japanese football player. - 2011 Yokohama F Marinos J League 1 4 1 4 1 4 1 ) ."
1940,"Richard N Ostling (born July 14, [MASK]) is a journalist who reports on religious topics .","Richard N Ostling (born July 14, <mask>) is a journalist who reports on religious topics ."
1988,Nick Wieland (born [MASK]) is an American football Offensive Tackle for the Kiel Baltic Hurricanes of the German Football League .,Nick Wieland (born <mask>) is an American football Offensive Tackle for the Kiel Baltic Hurricanes of the German Football League .
1963,"Mark Griskey, born in [MASK], is an American composer who is probably best known for his work for LucasArts Entertainment in games such as and , and scoring for many other popular video games .","Mark Griskey, born in <mask>, is an American composer who is probably best known for his work for LucasArts Entertainment in games such as and , and scoring for many other popular video games ."
1955,"He was born on April 24, [MASK] .","He was born on April 24, <mask> ."
1978,Marc Ambinder (born c [MASK]) is an American editor and journalist .,Marc Ambinder (born c <mask>) is an American editor and journalist .
1916,"Ed Arno (July 17, [MASK] - May 27, 2008) was a cartoonist, contributing to The New Yorker from 1969 to 2001 .","Ed Arno (July 17, <mask> - May 27, 2008) was a cartoonist, contributing to The New Yorker from 1969 to 2001 ."
1967,John Smith (born [MASK]) is a British comics writer best known for his work on 2000 AD and Crisis .,John Smith (born <mask>) is a British comics writer best known for his work on 2000 AD and Crisis .
1858,"Charles E Bell (born [MASK]) was an American architect of Council Bluffs, Iowa and of Minneapolis, Minnesota .","Charles E Bell (born <mask>) was an American architect of Council Bluffs, Iowa and of Minneapolis, Minnesota ."
1967,"As the seventh child of hotel worker Cedric Laing and former senator Naomi Seymour, he was born on September 7, [MASK] and grew up on Grand Bahama .","As the seventh child of hotel worker Cedric Laing and former senator Naomi Seymour, he was born on September 7, <mask> and grew up on Grand Bahama ."
1976,"Michael Genovese is a contemporary American artist born in [MASK] in Chicago, Illinois .","Michael Genovese is a contemporary American artist born in <mask> in Chicago, Illinois ."
1861,"He was born April 3, [MASK] in Winneconne, Wisconsin .","He was born April 3, <mask> in Winneconne, Wisconsin ."
1961,Andrew Smith (b. 10 February [MASK]) is a British author .,Andrew Smith (b. 10 February <mask>) is a British author .
1930,"Eberhardt, born [MASK] in Estonia, has German, Swedish and Russian ancestry .","Eberhardt, born <mask> in Estonia, has German, Swedish and Russian ancestry ."
1935,"Alexander Sergeyevich Dmitriyev (; born in Leningrad on January 19, [MASK]) is a Russian conductor of orchestral and choral music and opera .","Alexander Sergeyevich Dmitriyev (; born in Leningrad on January 19, <mask>) is a Russian conductor of orchestral and choral music and opera ."
1959,Ma Yue was born in [MASK] to a Muslim Hui family in Hebei whose association with martial arts goes back six generations .,Ma Yue was born in <mask> to a Muslim Hui family in Hebei whose association with martial arts goes back six generations .
1890,Sivapalan was born around [MASK] .,Sivapalan was born around <mask> .
1883,Andrew Robertson FRS (30 Jan [MASK] Lancashire - 22 Oct 1977) was a British mechanical engineer .,Andrew Robertson FRS (30 Jan <mask> Lancashire - 22 Oct 1977) was a British mechanical engineer .
1939,"York was born on November 25, [MASK] in New Lisbon, Wisconsin .","York was born on November 25, <mask> in New Lisbon, Wisconsin ."
1989,"Joshua Fisher (born [MASK]) is a singer-songwriter from Lewisham in South London, currently living in Norwich, England .","Joshua Fisher (born <mask>) is a singer-songwriter from Lewisham in South London, currently living in Norwich, England ."
1955,"James L Pharr, (born [MASK]) is an American retired fire Marshalland professor of Fire Safety and Engineering Technology, who is active in the fields of fire protection and safety .","James L Pharr, (born <mask>) is an American retired fire Marshalland professor of Fire Safety and Engineering Technology, who is active in the fields of fire protection and safety ."
1969,Yasser Abdel Hafez (born [MASK]) is an Egyptian novelist and journalist .,Yasser Abdel Hafez (born <mask>) is an Egyptian novelist and journalist .
1913,"Ekkehard von Kuenssberg was born in [MASK], one of five children born to law Professor Eberhard and biologist Dr Katte von Künßberg .","Ekkehard von Kuenssberg was born in <mask>, one of five children born to law Professor Eberhard and biologist Dr Katte von Künßberg ."
1956,"Don Lane (born January 12, [MASK]) is local businessman, community organizer, and politician in Santa Cruz, California .","Don Lane (born January 12, <mask>) is local businessman, community organizer, and politician in Santa Cruz, California ."
1982,"Alban Skënderaj (born [MASK] in Vlorë, Albania) is a singer who at fourtheen moved to Pistoia, Italy were he remains with his parents and three brothers .","Alban Skënderaj (born <mask> in Vlorë, Albania) is a singer who at fourtheen moved to Pistoia, Italy were he remains with his parents and three brothers ."
1875,"Svetozar Ćorović was born on May 29, [MASK] in Mostar, where he completed elementary school and trade school .","Svetozar Ćorović was born on May 29, <mask> in Mostar, where he completed elementary school and trade school ."
1928,"Kauz was born in [MASK] in Brooklyn, New York .","Kauz was born in <mask> in Brooklyn, New York ."
1758,Whittington Landon (c. [MASK] -- 29 December 1838) was an academic at the University of Oxford and an Anglican clergyman who became Dean of Exeter .,Whittington Landon (c. <mask> -- 29 December 1838) was an academic at the University of Oxford and an Anglican clergyman who became Dean of Exeter .
